http://www.repubblica.it;repubblica
http://www.corriere.it;Corriere
http://www.gazzetta.it;Gazzetta_it
http://www.lastampa.it;lastampa
http://www.ilsole24ore.com;sole24ore
http://www.ilgiornale.it;ilgiornale
http://www.ilmessaggero.it;ilmessaggeroit
http://www.corrieredellosport.it;CorSport
http://www.tuttosport.com;tuttosport
http://www.ilmattino.it;mattinodinapoli
http://www.ilgazzettino.it;Gazzettino
https://gazzettadelsud.it;GazzettaDelSud
http://www.avvenire.it;Avvenire_nei
http://www.ilsecoloxix.it;ilsecoloxix
http://www.unionesarda.it;UnioneSarda
https://www.ilfoglio.it;ilfoglio_it
http://www.ilrestodelcarlino.it;qn_carlino
http://ilmanifesto.it;ilmanifesto
http://www.lanazione.it;qn_lanazione
http://www.milanofinanza.it;MilanoFinanza
http://www.lagazzettadelmezzogiorno.it;lagazzettaweb
http://www.iltempo.it;tempoweb
http://www.ilgiorno.it;qn_giorno
http://www.ecodibergamo.it;webecodibergamo
http://www.larena.it;larenait
http://www.gazzettadiparma.it;gazzettaparma
http://www.ilgiornaledivicenza.it;GiornaleVicenza
http://www.giornaledibrescia.it;GdB_it
http://www.italiaoggi.it;ItaliaOggi
http://www.unita.it;unitaonline
http://www.corriereadriatico.it;CorriereAdriati
http://www.bresciaoggi.it;BresciaOggiIT
http://www.lasicilia.it;lasiciliait
http://www.ladige.it;giornaleladige
http://www.lanuovasardegna.it;lanuovasardegna
http://www.laprovinciadicomo.it;laprovinciadico
http://www.ilcentro.it;Il_Centro
http://www.metronews.it;MetroNewsItalia
http://www.opinione.it;l_Opinione
http://www.liberta.it;Liberta_it
https://www.corrieredicomo.it;corrieredicomo
http://www.laprovinciadisondrio.it;laprovinciadiso
http://www.laprovinciadilecco.it;laprovinciadilc 
http://www.ilcittadino.it;ilcittadinolodi
http://www.lacittadisalerno.it;CittadiSalerno
http://www.corriereromagna.it;CorriereRomagna
http://www.laprovinciadivarese.it;VareseProvincia
https://www.primorski.eu;primorskid
http://www.liberazione.it;Liberazione_it
https://www.ildenaro.it;ildenaro_it
